Equipment ID,Equipment Type,Purchase Date,Last Maintenance Date,Maintenance Status,Equipment Cost (CAD),Usage Hours,Location,Supplier,Warranty Expiry Date,Next Maintenance Due Date,Usage Days Since Last Maintenance,Usage Hours Since Last Maintenance,Time Since Last Maintenance (Days),Maintenance Frequency (Times),Failure History,Condition Rating,Failure Prediction (Target)
EQ04045,Scoreboard,2022-11-22 0:00,2021-10-14 0:00,Needs Repair,7493.91,864,East Stand,Audio Visual Experts,2018-07-19 0:00,2017-05-04 0:00,31,746,1053,6,0,4,1
EQ04046,Audio System,2023-11-13 0:00,2019-09-01 0:00,Needs Repair,27358.1,8693,East Stand,Audio Visual Experts,2018-04-12 0:00,2018-12-15 0:00,357,8572,1827,6,0,5,0
EQ04047,Audio System,2022-12-04 0:00,2016-07-31 0:00,Replaced,17793.1,2276,West Stand,Lighting Masters,2015-09-10 0:00,2015-12-29 0:00,93,2236,2954,8,0,8,0
EQ04048,Field Marking Equipment,2015-09-03 0:00,2015-08-18 0:00,Good,21977.26,238,West Stand,Goalkeepers Inc.,2018-10-16 0:00,2017-09-29 0:00,4,100,3302,6,0,8,0
EQ04049,Lighting System,2018-06-15 0:00,2018-08-12 0:00,Good,18629.68,5336,West Stand,Lighting Masters,2017-02-01 0:00,2018-01-13 0:00,221,5299,2212,1,0,9,0
EQ04050,Turf Maintenance Machine,2023-04-08 0:00,2021-12-28 0:00,Needs Repair,37681.44,268,Main Field,Sports Equipment Co.,2016-06-07 0:00,2016-05-06 0:00,10,251,978,3,0,4,0
EQ04051,Scoreboard,2022-03-13 0:00,2022-11-26 0:00,Good,22679.13,5103,East Stand,Lighting Masters,2017-06-15 0:00,2017-01-16 0:00,207,4977,645,1,0,8,0
EQ04052,Cameras,2016-03-08 0:00,2017-05-15 0:00,Under Repair,9439.26,8845,West Stand,Turf Solutions,2018-10-11 0:00,2019-10-02 0:00,368,8829,2666,3,0,1,1
EQ04053,Cameras,2023-04-18 0:00,2017-04-22 0:00,Needs Repair,23497.21,8298,South Stand,Field Systems Ltd.,2017-03-26 0:00,2019-08-19 0:00,343,8222,2689,6,1,4,1
EQ04054,Score Display,2020-09-24 0:00,2016-07-20 0:00,Under Repair,10361.93,1252,South Stand,Goalkeepers Inc.,2019-03-08 0:00,2018-05-17 0:00,44,1063,2965,9,0,2,1
EQ04055,Field Marking Equipment,2018-05-29 0:00,2023-10-31 0:00,Good,10874.84,1826,East Stand,Sports Equipment Co.,2018-05-05 0:00,2015-06-01 0:00,74,1779,306,4,1,9,0
EQ04056,Goalpost,2018-10-13 0:00,2015-05-31 0:00,Needs Repair,41380.41,6907,East Stand,Field Systems Ltd.,2015-03-02 0:00,2019-01-07 0:00,282,6775,3381,9,0,4,1
EQ04057,Turnstiles,2020-10-26 0:00,2019-07-20 0:00,Replaced,23430.37,2821,West Stand,Goalkeepers Inc.,2016-03-22 0:00,2016-04-02 0:00,112,2689,1870,9,0,9,0
EQ04058,Cameras,2023-07-20 0:00,2024-03-14 0:00,Replaced,31176.53,8262,South Stand,Sports Equipment Co.,2015-04-05 0:00,2019-01-17 0:00,343,8228,171,3,1,9,0
EQ04059,Score Display,2019-05-02 0:00,2018-04-11 0:00,Replaced,27886.13,7584,South Stand,Turf Solutions,2016-01-12 0:00,2019-06-17 0:00,308,7387,2335,4,0,8,0
EQ04060,Lighting System,2016-08-23 0:00,2017-04-13 0:00,Needs Repair,31248.4,1211,South Stand,Field Systems Ltd.,2017-04-08 0:00,2017-07-24 0:00,49,1168,2698,2,1,5,0
EQ04061,Turnstiles,2018-11-09 0:00,2017-10-02 0:00,Needs Repair,40203.07,6305,South Stand,Sports Equipment Co.,2015-03-11 0:00,2017-10-25 0:00,257,6179,2526,3,0,5,0
EQ04062,Turf Maintenance Machine,2017-10-19 0:00,2022-06-26 0:00,Replaced,23506.72,7925,West Stand,Field Systems Ltd.,2016-03-17 0:00,2016-01-15 0:00,329,7898,798,3,0,9,0
EQ04063,Turf Maintenance Machine,2023-01-30 0:00,2023-03-25 0:00,Replaced,48969.42,263,South Stand,Turf Solutions,2018-12-30 0:00,2017-02-03 0:00,6,135,526,2,0,8,0
EQ04064,Cameras,2020-02-10 0:00,2018-09-03 0:00,Needs Repair,33584.34,6271,West Stand,Goalkeepers Inc.,2016-10-17 0:00,2018-06-02 0:00,256,6141,2190,9,0,5,0
EQ04065,Scoreboard,2022-04-11 0:00,2019-03-15 0:00,Good,12626.16,1721,South Stand,Audio Visual Experts,2016-01-12 0:00,2018-08-25 0:00,70,1690,1997,4,0,9,0
EQ04066,Cameras,2023-01-22 0:00,2022-01-15 0:00,Under Repair,4795.77,6195,East Stand,Audio Visual Experts,2019-08-29 0:00,2016-10-01 0:00,254,6093,960,2,0,1,1
EQ04067,Turnstiles,2022-08-30 0:00,2019-06-15 0:00,Replaced,45857.78,6816,Main Field,Field Systems Ltd.,2015-09-17 0:00,2015-03-16 0:00,281,6735,1905,5,0,8,0
EQ04068,Audio System,2019-02-13 0:00,2021-05-18 0:00,Replaced,48856.63,81,North Stand,Lighting Masters,2017-02-07 0:00,2015-01-10 0:00,-3,-63,1202,6,0,9,0
EQ04069,Score Display,2024-06-24 0:00,2017-03-15 0:00,Needs Repair,48738.57,290,West Stand,Field Systems Ltd.,2017-10-19 0:00,2019-01-14 0:00,4,96,2727,3,0,4,0
EQ04070,Turnstiles,2023-04-20 0:00,2015-01-21 0:00,Replaced,46536.24,8847,North Stand,Turf Solutions,2019-06-10 0:00,2017-11-29 0:00,367,8813,3511,3,0,9,0
EQ04071,Field Marking Equipment,2021-08-28 0:00,2021-03-09 0:00,Replaced,36605.39,2487,South Stand,Sports Equipment Co.,2017-09-05 0:00,2018-12-11 0:00,99,2382,1272,9,0,8,0
EQ04072,Turnstiles,2024-05-17 0:00,2023-05-30 0:00,Replaced,19490.19,7049,South Stand,Field Systems Ltd.,2018-06-26 0:00,2019-01-17 0:00,293,7022,460,9,0,8,0
EQ04073,Seats,2019-03-08 0:00,2016-09-27 0:00,Under Repair,47993.34,2204,West Stand,Lighting Masters,2016-09-02 0:00,2018-03-23 0:00,87,2080,2896,6,0,1,1
EQ04074,Score Display,2020-10-06 0:00,2018-09-27 0:00,Good,36003.79,1462,North Stand,Sports Equipment Co.,2018-03-01 0:00,2015-12-03 0:00,53,1273,2166,8,0,8,0
EQ04075,Score Display,2024-02-01 0:00,2015-09-19 0:00,Replaced,2230.47,1012,West Stand,Lighting Masters,2015-09-07 0:00,2018-01-16 0:00,38,911,3270,7,0,9,0
EQ04076,Cameras,2016-03-17 0:00,2022-05-29 0:00,Under Repair,38693.23,7823,South Stand,Goalkeepers Inc.,2019-03-19 0:00,2017-09-05 0:00,318,7636,826,1,0,1,1
EQ04077,Cameras,2017-09-10 0:00,2023-12-06 0:00,Needs Repair,46583.89,2540,North Stand,Lighting Masters,2017-07-18 0:00,2019-03-30 0:00,101,2420,270,1,0,4,1
EQ04078,Lighting System,2018-01-22 0:00,2022-06-27 0:00,Under Repair,9637.69,993,East Stand,Audio Visual Experts,2016-08-15 0:00,2017-05-28 0:00,37,892,797,9,0,2,1
EQ04079,Cameras,2016-03-27 0:00,2016-10-25 0:00,Replaced,28576.3,8852,North Stand,Turf Solutions,2018-08-22 0:00,2019-07-07 0:00,365,8770,2868,6,0,8,0
EQ04080,Turf Maintenance Machine,2020-06-27 0:00,2020-06-26 0:00,Under Repair,10276.14,1284,North Stand,Turf Solutions,2019-11-07 0:00,2015-06-10 0:00,50,1196,1528,8,0,2,1
EQ04081,Audio System,2023-03-05 0:00,2021-07-03 0:00,Replaced,43730.19,544,East Stand,Field Systems Ltd.,2019-09-21 0:00,2016-04-19 0:00,21,494,1156,4,1,9,0
EQ04082,Lighting System,2017-01-09 0:00,2017-04-13 0:00,Under Repair,32840.98,2856,North Stand,Field Systems Ltd.,2019-08-30 0:00,2015-05-13 0:00,112,2693,2698,6,0,1,1
EQ04083,Goalpost,2023-01-24 0:00,2016-04-09 0:00,Good,8757.13,2589,South Stand,Sports Equipment Co.,2016-06-26 0:00,2016-06-27 0:00,106,2541,3067,7,0,7,0
EQ04084,Scoreboard,2022-11-21 0:00,2015-06-15 0:00,Replaced,25417.78,58,East Stand,Lighting Masters,2019-01-19 0:00,2017-06-24 0:00,1,12,3366,3,0,9,0
EQ04085,Scoreboard,2017-03-17 0:00,2017-09-15 0:00,Replaced,45886.76,6350,North Stand,Lighting Masters,2016-08-02 0:00,2019-09-10 0:00,263,6316,2543,4,0,8,0
EQ04086,Field Marking Equipment,2021-09-29 0:00,2017-04-24 0:00,Replaced,38125.92,6975,East Stand,Lighting Masters,2016-10-29 0:00,2015-01-09 0:00,286,6852,2687,3,0,9,0
EQ04087,Scoreboard,2024-05-16 0:00,2015-01-27 0:00,Needs Repair,24652.5,2892,Main Field,Turf Solutions,2017-01-29 0:00,2019-01-11 0:00,116,2794,3505,3,0,5,0
EQ04088,Turnstiles,2020-08-20 0:00,2022-08-18 0:00,Under Repair,27017.78,297,East Stand,Sports Equipment Co.,2019-05-27 0:00,2015-07-15 0:00,9,206,745,3,1,2,0
EQ04089,Goalpost,2021-12-05 0:00,2020-09-18 0:00,Replaced,27469.58,6767,West Stand,Lighting Masters,2019-04-09 0:00,2015-08-09 0:00,279,6690,1444,9,0,9,0
EQ04090,Field Marking Equipment,2023-02-09 0:00,2018-06-07 0:00,Under Repair,41901.06,4279,West Stand,Audio Visual Experts,2019-01-21 0:00,2017-11-26 0:00,176,4232,2278,4,0,1,1
EQ04091,Field Marking Equipment,2017-08-02 0:00,2015-12-26 0:00,Good,49887.25,4029,West Stand,Field Systems Ltd.,2018-05-29 0:00,2019-01-15 0:00,163,3908,3172,2,0,8,0
EQ04092,Seats,2021-09-04 0:00,2021-02-24 0:00,Under Repair,30593.07,2619,East Stand,Audio Visual Experts,2016-05-21 0:00,2019-05-23 0:00,103,2466,1285,2,0,2,1
EQ04093,Score Display,2018-01-22 0:00,2023-12-01 0:00,Replaced,23535.18,3783,South Stand,Turf Solutions,2015-09-11 0:00,2016-02-05 0:00,157,3776,275,4,0,8,0
EQ04094,Turnstiles,2016-12-21 0:00,2016-08-21 0:00,Good,16051.82,3601,West Stand,Turf Solutions,2015-02-22 0:00,2017-07-17 0:00,148,3542,2933,4,0,8,0
EQ04095,Scoreboard,2023-12-11 0:00,2019-01-17 0:00,Needs Repair,10637.42,8902,Main Field,Lighting Masters,2018-11-29 0:00,2016-08-09 0:00,371,8900,2054,9,0,5,0
EQ04096,Seats,2019-02-02 0:00,2015-01-01 0:00,Needs Repair,22995.78,1485,North Stand,Sports Equipment Co.,2015-10-01 0:00,2015-07-10 0:00,60,1448,3531,7,1,5,0
EQ04097,Field Marking Equipment,2019-06-03 0:00,2021-08-15 0:00,Under Repair,31303.12,4981,Main Field,Audio Visual Experts,2017-05-26 0:00,2018-08-18 0:00,206,4932,1113,9,0,2,1
EQ04098,Scoreboard,2019-06-21 0:00,2022-10-19 0:00,Needs Repair,40039.42,5138,South Stand,Sports Equipment Co.,2017-07-27 0:00,2018-06-07 0:00,214,5135,683,8,0,4,1
EQ04099,Cameras,2018-11-10 0:00,2018-02-19 0:00,Good,46210.59,422,East Stand,Lighting Masters,2016-08-26 0:00,2016-11-06 0:00,14,340,2386,2,0,9,0
EQ04100,Turnstiles,2022-12-06 0:00,2017-09-18 0:00,Under Repair,33803.74,9348,West Stand,Lighting Masters,2019-07-09 0:00,2017-05-09 0:00,386,9263,2540,6,0,1,1
EQ04101,Audio System,2020-05-24 0:00,2015-02-28 0:00,Needs Repair,15800.26,2869,South Stand,Audio Visual Experts,2017-09-11 0:00,2019-08-25 0:00,112,2699,3473,6,0,4,1
EQ04102,Turf Maintenance Machine,2024-08-12 0:00,2018-01-30 0:00,Needs Repair,14425.39,6584,Main Field,Field Systems Ltd.,2018-11-09 0:00,2016-05-24 0:00,269,6465,2406,9,0,5,0
EQ04103,Field Marking Equipment,2016-03-23 0:00,2019-07-25 0:00,Under Repair,46434.29,3694,West Stand,Lighting Masters,2016-06-18 0:00,2019-12-24 0:00,147,3529,1865,8,0,1,1
EQ04104,Scoreboard,2023-03-26 0:00,2015-06-27 0:00,Under Repair,18457.71,5425,East Stand,Field Systems Ltd.,2017-09-02 0:00,2015-06-28 0:00,219,5245,3354,1,0,2,1
EQ04105,Goalpost,2018-03-28 0:00,2016-12-10 0:00,Replaced,47122.38,9072,East Stand,Goalkeepers Inc.,2018-08-10 0:00,2015-06-11 0:00,376,9023,2822,7,0,8,0
EQ04106,Scoreboard,2022-12-26 0:00,2023-09-28 0:00,Needs Repair,42045.08,9724,South Stand,Field Systems Ltd.,2019-10-18 0:00,2016-06-06 0:00,403,9674,339,5,0,4,1
EQ04107,Lighting System,2015-04-13 0:00,2016-06-25 0:00,Under Repair,36609.41,2079,West Stand,Field Systems Ltd.,2015-08-12 0:00,2017-02-17 0:00,80,1916,2990,1,0,1,1
EQ04108,Cameras,2024-07-01 0:00,2023-01-10 0:00,Needs Repair,8862.9,5463,West Stand,Lighting Masters,2019-08-01 0:00,2016-05-06 0:00,224,5366,600,3,0,5,0
EQ04109,Seats,2019-11-20 0:00,2023-03-16 0:00,Under Repair,23078.87,2230,Main Field,Audio Visual Experts,2017-06-30 0:00,2015-09-14 0:00,91,2176,535,7,1,1,1
EQ04110,Field Marking Equipment,2018-08-07 0:00,2020-08-15 0:00,Replaced,45937.44,3213,North Stand,Goalkeepers Inc.,2017-12-11 0:00,2017-04-18 0:00,132,3165,1478,5,0,9,0
EQ04111,Cameras,2022-08-19 0:00,2023-10-03 0:00,Good,2442.11,5496,Main Field,Goalkeepers Inc.,2016-10-08 0:00,2015-04-05 0:00,222,5317,334,7,0,7,0
EQ04112,Turnstiles,2016-01-12 0:00,2019-02-22 0:00,Replaced,31011.7,9438,Main Field,Field Systems Ltd.,2015-04-06 0:00,2019-07-24 0:00,385,9244,2018,3,0,9,0
EQ04113,Turf Maintenance Machine,2017-01-29 0:00,2016-12-19 0:00,Under Repair,28541.06,388,South Stand,Audio Visual Experts,2018-08-03 0:00,2017-05-01 0:00,16,385,2813,3,1,1,0
EQ04114,Score Display,2017-01-01 0:00,2023-04-01 0:00,Needs Repair,15631.28,4379,North Stand,Goalkeepers Inc.,2015-10-06 0:00,2018-12-01 0:00,180,4313,519,1,0,5,0
EQ04115,Seats,2024-08-06 0:00,2019-03-10 0:00,Needs Repair,48619.14,6200,Main Field,Audio Visual Experts,2017-12-01 0:00,2017-07-05 0:00,256,6149,2002,7,0,5,0
EQ04116,Scoreboard,2021-05-30 0:00,2023-08-20 0:00,Needs Repair,45952.59,1170,East Stand,Lighting Masters,2019-08-07 0:00,2015-11-23 0:00,43,1027,378,4,0,4,1
EQ04117,Score Display,2023-11-26 0:00,2021-09-18 0:00,Replaced,36635.66,8545,East Stand,Goalkeepers Inc.,2015-02-25 0:00,2015-08-26 0:00,349,8369,1079,4,0,9,0
EQ04118,Field Marking Equipment,2015-07-06 0:00,2019-06-02 0:00,Under Repair,39323.94,9143,North Stand,Field Systems Ltd.,2018-12-19 0:00,2018-02-25 0:00,378,9078,1918,6,1,2,1
EQ04119,Turf Maintenance Machine,2022-11-20 0:00,2019-01-05 0:00,Under Repair,30720.44,1176,West Stand,Turf Solutions,2015-02-09 0:00,2017-04-16 0:00,47,1126,2066,8,0,1,1
EQ04120,Turnstiles,2017-10-11 0:00,2019-01-25 0:00,Needs Repair,15038.18,242,South Stand,Audio Visual Experts,2015-11-16 0:00,2018-09-28 0:00,4,92,2046,8,0,5,0
EQ04121,Turnstiles,2021-04-11 0:00,2017-08-05 0:00,Good,35339.98,3187,West Stand,Turf Solutions,2018-12-29 0:00,2018-01-31 0:00,131,3145,2584,5,0,8,0
EQ04122,Seats,2018-11-06 0:00,2024-02-24 0:00,Needs Repair,44543.63,1156,West Stand,Goalkeepers Inc.,2016-12-17 0:00,2018-03-22 0:00,45,1079,190,8,0,4,1
EQ04123,Scoreboard,2016-03-13 0:00,2020-05-30 0:00,Good,40992.42,9219,Main Field,Field Systems Ltd.,2015-09-01 0:00,2019-10-04 0:00,377,9038,1555,9,0,7,0
EQ04124,Turnstiles,2022-04-20 0:00,2019-12-03 0:00,Under Repair,49664.15,7448,East Stand,Lighting Masters,2017-12-01 0:00,2018-07-06 0:00,303,7268,1734,1,0,1,1
EQ04125,Cameras,2018-07-06 0:00,2021-12-11 0:00,Replaced,12157.44,9600,South Stand,Audio Visual Experts,2017-03-26 0:00,2015-02-21 0:00,397,9528,995,2,0,8,0
EQ04126,Field Marking Equipment,2021-03-11 0:00,2016-12-22 0:00,Under Repair,20646.45,9813,Main Field,Sports Equipment Co.,2016-12-23 0:00,2018-01-28 0:00,402,9648,2810,2,0,2,1
EQ04127,Audio System,2021-03-03 0:00,2023-08-09 0:00,Needs Repair,49148.56,7817,East Stand,Field Systems Ltd.,2017-09-13 0:00,2019-11-29 0:00,319,7648,389,3,0,4,1
EQ04128,Turf Maintenance Machine,2020-01-13 0:00,2022-04-09 0:00,Under Repair,40373.2,9471,Main Field,Lighting Masters,2016-05-11 0:00,2015-11-26 0:00,393,9440,876,4,0,2,1
EQ04129,Field Marking Equipment,2024-02-21 0:00,2020-12-25 0:00,Replaced,2636.19,7073,East Stand,Sports Equipment Co.,2017-06-10 0:00,2018-11-07 0:00,287,6882,1346,5,0,8,0
EQ04130,Seats,2020-10-02 0:00,2015-10-24 0:00,Replaced,23780.17,185,North Stand,Turf Solutions,2015-03-14 0:00,2015-12-29 0:00,6,135,3235,8,0,9,0
EQ04131,Cameras,2022-12-27 0:00,2021-07-05 0:00,Needs Repair,11211.94,4241,South Stand,Lighting Masters,2018-10-23 0:00,2018-11-17 0:00,169,4064,1154,4,0,4,1
EQ04132,Field Marking Equipment,2020-11-06 0:00,2016-09-07 0:00,Good,17449.34,7739,Main Field,Field Systems Ltd.,2015-01-14 0:00,2016-06-21 0:00,321,7714,2916,5,0,9,0
EQ04133,Lighting System,2018-02-02 0:00,2019-08-24 0:00,Good,4861.77,3769,East Stand,Field Systems Ltd.,2015-12-13 0:00,2018-04-26 0:00,155,3709,1835,7,0,7,0
EQ04134,Turf Maintenance Machine,2015-10-20 0:00,2023-01-06 0:00,Replaced,15464.2,3603,West Stand,Sports Equipment Co.,2018-06-04 0:00,2016-11-28 0:00,148,3547,604,7,0,9,0
EQ04135,Turf Maintenance Machine,2016-12-22 0:00,2022-07-04 0:00,Good,40631.64,4056,North Stand,Field Systems Ltd.,2018-03-17 0:00,2016-04-16 0:00,168,4042,790,5,0,7,0
EQ04136,Cameras,2018-05-18 0:00,2019-04-03 0:00,Needs Repair,49372.43,3404,West Stand,Goalkeepers Inc.,2019-10-23 0:00,2016-01-09 0:00,141,3374,1978,9,0,4,1
EQ04137,Audio System,2018-09-28 0:00,2023-03-23 0:00,Good,11860.41,9440,South Stand,Field Systems Ltd.,2016-10-12 0:00,2018-08-22 0:00,389,9338,528,2,0,8,0
EQ04138,Turnstiles,2021-08-16 0:00,2021-09-13 0:00,Under Repair,2815.15,9832,South Stand,Goalkeepers Inc.,2016-08-17 0:00,2016-06-21 0:00,406,9755,1084,3,0,1,1
EQ04139,Goalpost,2023-01-06 0:00,2018-11-26 0:00,Good,44160.16,9096,North Stand,Sports Equipment Co.,2018-08-22 0:00,2019-09-28 0:00,376,9016,2106,9,0,8,0
EQ04140,Cameras,2024-04-30 0:00,2020-05-03 0:00,Good,12262.24,4293,East Stand,Field Systems Ltd.,2015-12-25 0:00,2015-08-19 0:00,176,4229,1582,5,0,9,0
EQ04141,Seats,2020-06-03 0:00,2019-03-06 0:00,Replaced,14851.9,2972,Main Field,Sports Equipment Co.,2018-05-14 0:00,2015-11-22 0:00,118,2821,2006,8,0,8,0
EQ04142,Cameras,2018-08-15 0:00,2020-12-11 0:00,Good,42357.66,8969,East Stand,Turf Solutions,2015-01-16 0:00,2019-07-23 0:00,367,8809,1360,5,0,7,0
EQ04143,Scoreboard,2019-11-20 0:00,2019-01-26 0:00,Under Repair,22386.54,3829,West Stand,Goalkeepers Inc.,2019-04-20 0:00,2018-01-04 0:00,152,3654,2045,9,0,2,1
EQ04144,Field Marking Equipment,2017-12-27 0:00,2020-11-10 0:00,Under Repair,24183.11,5337,South Stand,Goalkeepers Inc.,2018-01-08 0:00,2018-11-29 0:00,218,5240,1391,8,0,1,1
EQ04145,Turnstiles,2017-07-24 0:00,2023-12-13 0:00,Replaced,3798.61,853,Main Field,Turf Solutions,2016-11-06 0:00,2019-02-07 0:00,33,797,263,2,0,8,0
EQ04146,Turnstiles,2024-07-29 0:00,2022-03-24 0:00,Under Repair,24833.45,3335,Main Field,Goalkeepers Inc.,2017-12-28 0:00,2017-09-11 0:00,132,3177,892,7,0,2,1
EQ04147,Field Marking Equipment,2017-01-27 0:00,2024-03-15 0:00,Good,33427.37,5473,West Stand,Turf Solutions,2017-01-28 0:00,2019-01-18 0:00,221,5307,170,6,0,8,0
EQ04148,Audio System,2022-12-20 0:00,2020-12-07 0:00,Replaced,24903.43,5040,Main Field,Sports Equipment Co.,2017-07-01 0:00,2019-10-22 0:00,202,4858,1364,8,0,8,0
EQ04149,Seats,2020-01-22 0:00,2021-12-04 0:00,Good,32730.85,3598,West Stand,Sports Equipment Co.,2019-12-14 0:00,2019-05-29 0:00,146,3515,1002,1,0,9,0
EQ04150,Audio System,2016-09-05 0:00,2020-10-30 0:00,Replaced,2798.26,5868,North Stand,Goalkeepers Inc.,2017-09-24 0:00,2018-10-06 0:00,242,5818,1402,7,0,8,0
EQ04151,Seats,2019-05-05 0:00,2018-05-25 0:00,Needs Repair,5527.47,1403,West Stand,Audio Visual Experts,2015-03-31 0:00,2017-04-22 0:00,58,1385,2291,5,0,4,1
EQ04152,Audio System,2024-03-21 0:00,2022-12-31 0:00,Needs Repair,38379.97,8421,North Stand,Turf Solutions,2016-06-06 0:00,2016-10-31 0:00,349,8384,610,1,0,5,0
EQ04153,Score Display,2023-05-16 0:00,2021-11-01 0:00,Good,23223.72,7161,South Stand,Turf Solutions,2017-10-15 0:00,2017-11-16 0:00,296,7093,1035,8,0,7,0
EQ04154,Field Marking Equipment,2015-04-23 0:00,2020-05-07 0:00,Good,44936.61,7206,West Stand,Audio Visual Experts,2018-03-02 0:00,2015-07-15 0:00,293,7035,1578,5,0,9,0
EQ04155,Seats,2018-12-23 0:00,2020-02-07 0:00,Under Repair,32905.09,8705,West Stand,Turf Solutions,2015-12-16 0:00,2017-07-25 0:00,361,8657,1668,7,0,1,1
EQ04156,Cameras,2022-04-05 0:00,2018-05-12 0:00,Good,24545.71,5931,South Stand,Field Systems Ltd.,2017-12-05 0:00,2015-08-07 0:00,243,5840,2304,9,0,9,0
EQ04157,Turnstiles,2019-11-01 0:00,2017-03-02 0:00,Under Repair,9167.02,9841,South Stand,Lighting Masters,2016-02-08 0:00,2016-09-06 0:00,410,9833,2740,8,0,2,1
EQ04158,Lighting System,2023-08-15 0:00,2017-04-04 0:00,Good,42778.81,1983,East Stand,Goalkeepers Inc.,2017-12-16 0:00,2018-09-03 0:00,78,1881,2707,7,0,9,0
EQ04159,Lighting System,2017-08-06 0:00,2016-12-11 0:00,Replaced,49068.58,7346,Main Field,Lighting Masters,2019-08-09 0:00,2019-02-15 0:00,298,7156,2821,6,1,8,0
EQ04160,Goalpost,2018-04-07 0:00,2021-07-06 0:00,Needs Repair,16681,7182,West Stand,Audio Visual Experts,2017-01-11 0:00,2017-05-31 0:00,292,7005,1153,2,0,4,1
EQ04161,Audio System,2021-04-16 0:00,2017-01-03 0:00,Replaced,39601.25,6794,West Stand,Turf Solutions,2016-11-02 0:00,2018-02-11 0:00,278,6669,2798,8,0,9,0
EQ04162,Turnstiles,2015-04-11 0:00,2016-07-14 0:00,Replaced,18509.38,2975,North Stand,Turf Solutions,2015-07-12 0:00,2018-10-12 0:00,124,2967,2971,4,0,9,0
EQ04163,Scoreboard,2017-11-02 0:00,2021-12-29 0:00,Needs Repair,46534.98,4026,North Stand,Sports Equipment Co.,2017-03-20 0:00,2019-07-01 0:00,161,3859,977,7,0,5,0
EQ04164,Turf Maintenance Machine,2018-04-25 0:00,2015-02-26 0:00,Replaced,21025.52,8939,East Stand,Turf Solutions,2018-08-22 0:00,2019-07-30 0:00,367,8800,3475,2,1,8,0
EQ04165,Cameras,2021-12-28 0:00,2024-03-16 0:00,Good,32033.97,2145,West Stand,Audio Visual Experts,2016-04-15 0:00,2017-05-10 0:00,89,2138,169,9,0,9,0
EQ04166,Turnstiles,2021-03-08 0:00,2024-04-14 0:00,Replaced,5987.61,3599,South Stand,Sports Equipment Co.,2015-01-21 0:00,2017-10-17 0:00,142,3410,140,3,0,9,0
EQ04167,Score Display,2017-10-09 0:00,2017-01-01 0:00,Good,4230.64,1391,Main Field,Field Systems Ltd.,2019-11-17 0:00,2016-07-19 0:00,53,1260,2800,3,0,7,0
EQ04168,Seats,2017-12-30 0:00,2019-04-05 0:00,Good,23292.69,8040,South Stand,Lighting Masters,2016-03-12 0:00,2018-11-14 0:00,327,7841,1976,5,0,9,0
EQ04169,Turf Maintenance Machine,2024-02-25 0:00,2016-04-09 0:00,Under Repair,20909.45,7157,Main Field,Goalkeepers Inc.,2019-06-02 0:00,2019-07-14 0:00,296,7105,3067,8,0,1,1
EQ04170,Field Marking Equipment,2015-09-03 0:00,2019-11-04 0:00,Replaced,21341.47,3509,East Stand,Goalkeepers Inc.,2019-07-10 0:00,2017-06-12 0:00,139,3332,1763,5,0,8,0
EQ04171,Goalpost,2023-10-02 0:00,2019-12-06 0:00,Needs Repair,1883.27,284,West Stand,Audio Visual Experts,2019-12-02 0:00,2016-09-14 0:00,6,148,1731,5,0,5,0
EQ04172,Scoreboard,2023-10-13 0:00,2017-12-14 0:00,Under Repair,13267.49,9565,Main Field,Sports Equipment Co.,2017-01-22 0:00,2019-03-29 0:00,393,9431,2453,1,1,2,1
EQ04173,Turnstiles,2023-07-29 0:00,2023-11-21 0:00,Replaced,13225.69,3038,Main Field,Audio Visual Experts,2019-10-28 0:00,2018-01-12 0:00,122,2936,285,7,0,8,0
EQ04174,Field Marking Equipment,2018-11-30 0:00,2021-01-20 0:00,Good,26449.58,6823,West Stand,Sports Equipment Co.,2015-11-10 0:00,2018-06-21 0:00,278,6683,1320,5,0,8,0
EQ04175,Lighting System,2015-03-12 0:00,2020-12-03 0:00,Under Repair,15330.29,2069,North Stand,Lighting Masters,2015-06-10 0:00,2016-04-20 0:00,82,1974,1368,8,1,2,1
EQ04176,Lighting System,2021-07-23 0:00,2019-06-19 0:00,Under Repair,33076.05,6902,South Stand,Goalkeepers Inc.,2017-10-09 0:00,2018-05-25 0:00,282,6763,1901,9,0,2,1
EQ04177,Turf Maintenance Machine,2021-09-24 0:00,2020-07-09 0:00,Replaced,3057.84,4729,North Stand,Sports Equipment Co.,2015-06-22 0:00,2017-07-16 0:00,190,4549,1515,5,0,8,0
EQ04178,Goalpost,2024-03-11 0:00,2022-01-23 0:00,Replaced,20274.35,5582,West Stand,Audio Visual Experts,2016-01-05 0:00,2016-06-15 0:00,229,5486,952,1,0,9,0
EQ04179,Goalpost,2019-05-05 0:00,2023-12-25 0:00,Replaced,2508.61,1504,West Stand,Field Systems Ltd.,2019-07-24 0:00,2018-11-15 0:00,59,1416,251,8,0,8,0
EQ04180,Turnstiles,2021-03-11 0:00,2020-07-09 0:00,Good,45110.24,913,West Stand,Field Systems Ltd.,2016-08-28 0:00,2016-02-12 0:00,32,763,1515,6,0,7,0
EQ04181,Goalpost,2016-05-18 0:00,2020-12-15 0:00,Replaced,2903.93,1574,Main Field,Audio Visual Experts,2015-09-18 0:00,2017-07-27 0:00,58,1396,1356,5,0,9,0
